S.No,Country,City,Company,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,CONTACT,Google Map,Category,Reviews,Comments,Standard_Category,Conversion_Probability,Rank,Reviews_Normalized,Comments_Normalized,Lead_Score,Final_Score,Company_Name_Length,Company_Word_Count,Category_Frequency,City_Frequency,City_Encoded,Category_Encoded,Predicted_Probability,,
108,India,Bhopal,Dr Sarika Gupta,,,,,8979368841,"https://www.google.com/maps/place/Dr+Sarika+Gupta/@23.2507437,77.4313119,17z/data=!3m1!4b1!4m6!3m5!1s0x397c69c57a4dc7d9:0x65db9c3c6723b6ca!8m2!3d23.2507437!4d77.4313119!16s%2Fg%2F11lkhsppmd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Doctor,4.9,648,Medical Clinic,0.85,4,0.98,0.841627952,0.910813976,0.87432559,15,3,103,22,0,3,0.8739904,,
109,India,Bhopal,Dr.Narendra Jain,,,,,7552736147,"https://www.google.com/maps/place/Dr.Narendra+Jain/@23.2565999,77.4028679,17z/data=!3m1!4b1!4m6!3m5!1s0x397c6821bff43151:0xd99b66b0ab166e5d!8m2!3d23.2565999!4d77.4028679!16s%2Fg%2F11ckvvcl3l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Acupuncture Clinic,4.6,59,Homeopathy Clinic,0.55,5,0.92,0.532152055,0.726076028,0.620430411,16,2,25,22,0,2,0.6436373,,
110,India,Bhopal,Rajesh general,,,,,7554242414,"https://www.google.com/maps/place/Rajesh+general/@23.259639,77.4057171,17z/data=!3m1!4b1!4m6!3m5!1s0x397c6823c1eaca6b:0xd6dacd61be821a33!8m2!3d23.259639!4d77.4057171!16s%2Fg%2F1q6kk2ddw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",General Hospital,4,21,Medical Clinic,0.85,4,0.8,0.401750407,0.600875204,0.750350081,14,2,103,22,0,3,0.7496148,,
111,India,Bhopal,Dr. Vikrant Singh Raghuvanshi (Neokids Clinic),,,,,9981288048,"https://www.google.com/maps/place/Dr.+Vikrant+Singh+Raghuvanshi+(Neokids+Clinic)/@23.2690011,77.3948285,17z/data=!3m1!4b1!4m6!3m5!1s0x397c69a666034a65:0x4008a04df82ad84d!8m2!3d23.2690011!4d77.3948285!16s%2Fg%2F11g1qjhw4w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Pediatrician,4.9,228,Pediatric Clinic,0.55,9,0.98,0.706234243,0.843117122,0.667246849,46,6,1,22,0,5,0.6682198,,
112,India,Bhopal,Manish Classes(IIT-JEE& NEET by Manish Chouhan),,,,,8109996312,"https://www.google.com/maps/place/Manish+Classes(IIT-JEE%26+NEET+by+Manish+Chouhan)/@23.2771069,77.3723531,17z/data=!3m1!4b1!4m6!3m5!1s0x397c678a7e8828d5:0xdba7665c6a99068!8m2!3d23.2771069!4d77.3723531!16s%2Fg%2F11t5j9r4pq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,5,61,Coaching Center,0.85,2,1,0.53641383,0.768206915,0.817282766,47,6,41,22,0,0,0.8172802,,
113,India,Bhopal,New Horizons: UPSC | MPPSC | VYAPAM | SSC Coaching Classes,,,,,7000974426,"https://www.google.com/maps/place/New+Horizons:+UPSC+%7C+MPPSC+%7C+VYAPAM+%7C+SSC+Coaching+Classes+in+Bhopal/@23.2312243,77.4311703,17z/data=!3m1!4b1!4m6!3m5!1s0x397c425d636ff817:0xd75f8c4f26dccfb1!8m2!3d23.2312243!4d77.4337452!16s%2Fg%2F11f3n3mdtp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.6,104,Coaching Center,0.85,2,0.92,0.604886699,0.762443349,0.81497734,58,11,41,22,0,0,0.813814,,
114,India,Bhopal,D.S tutorial coaching,,,,,7000376089,"https://www.google.com/maps/place/D.S+tutorial+coaching/@23.2894941,77.4198771,17z/data=!3m1!4b1!4m6!3m5!1s0x397c69f3289ea08b:0x210979f855ce0339!8m2!3d23.2894941!4d77.4198771!16s%2Fg%2F11srymc9_q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Education Center,5,201,Training Center,0.85,1,1,0.689928638,0.844964319,0.847985728,21,3,74,22,0,10,0.8477068,,
115,India,Bhopal,Shri Sai Coaching Classes,,,,,7566720727,"https://www.google.com/maps/place/Shri+Sai+Coaching+Classes/@23.1713609,77.426203,17z/data=!3m1!4b1!4m6!3m5!1s0x397c4383f3c5fa19:0xf4d66ca75a9a79ba!8m2!3d23.1713609!4d77.426203!16s%2Fg%2F11f0k_0_9r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,5,59,Coaching Center,0.85,2,1,0.532152055,0.766076028,0.816430411,25,4,41,22,0,0,0.8176154,,
116,India,Bhopal,Anil Kothari Classes,,,,,9893242254,"https://www.google.com/maps/place/Anil+Kothari+Classes/@23.180574,77.4376307,17z/data=!3m1!4b1!4m6!3m5!1s0x397c43973c3c3a55:0xe47a6a55d03b55ee!8m2!3d23.180574!4d77.4376307!16s%2Fg%2F11c5_wz16d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,5,149,Coaching Center,0.85,2,1,0.651244621,0.82562231,0.840248924,20,3,41,22,0,0,0.83906907,,
117,India,Bhopal,I.T Brain Computer Academy,,,,,7987331323,"https://www.google.com/maps/place/I.T+Brain+Computer+Academy/@23.2335235,77.3955065,17z/data=!3m1!4b1!4m6!3m5!1s0x397c42b8ed5fc409:0x983cda0d3f9e8ad1!8m2!3d23.2335235!4d77.3955065!16s%2Fg%2F11v5g1d10r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Software Training Institute,4.9,171,Training Center,0.85,1,0.98,0.669032546,0.824516273,0.839806509,26,4,74,22,0,10,0.83836955,,
118,India,Bhopal,Vidyasagar Computer Academy,,,,,7000039364,"https://www.google.com/maps/place/%F0%9D%97%A9%F0%9D%97%B6%F0%9D%97%B1%F0%9D%98%86%F0%9D%97%AE%F0%9D%98%80%F0%9D%97%AE%F0%9D%97%B4%F0%9D%97%AE%F0%9D%97%BF+Computer+Academy/@23.2610598,77.4290359,17z/data=!3m1!4b1!4m6!3m5!1s0x397c69d3f9a6a7b1:0x76f069f7a904c7f9!8m2!3d23.2610598!4d77.4290359!16s%2Fg%2F11hbtcyqdh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Educational Institute,4.8,236,Training Center,0.85,1,0.96,0.710697255,0.835348628,0.844139451,27,3,74,22,0,10,0.84401166,,
119,India,Bhopal,Bright computer education,,,,,9893507858,"https://www.google.com/maps/place/bright+computer+education/@23.2597525,77.4104376,17z/data=!3m1!4b1!4m6!3m5!1s0x397c682434d27213:0xa46d7ef9776db8ab!8m2!3d23.2597525!4d77.4104376!16s%2Fg%2F11cspnt_r6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Educational Institute,4.9,143,Training Center,0.85,1,0.98,0.645938885,0.812969443,0.835187777,25,3,74,22,0,10,0.8384615,,
120,India,Bhopal,Daksh Computers,,,,,9827241646,"https://www.google.com/maps/place/Daksh+Computers/@23.2644765,77.4635313,17z/data=!3m1!4b1!4m6!3m5!1s0x397c6962f7ad7079:0xe076fef5a4b5d518!8m2!3d23.2644765!4d77.4635313!16s%2Fg%2F11spmzsn6r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Educational Institute,4.9,202,Training Center,0.85,1,0.98,0.690570478,0.835285239,0.844114096,15,2,74,22,0,10,0.8454062,,
121,India,Bhopal,Aap Computer Typing Class,,,,,6265357526,"https://www.google.com/maps/place/Aap+Computer+Typing+Class/@23.2178975,77.415824,17z/data=!3m1!4b1!4m6!3m5!1s0x397c43dbece4cfff:0xde0b22a19e3faf08!8m2!3d23.2178975!4d77.415824!16s%2Fg%2F11fm6sdkwh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Computer Training School,4.8,48,Training Center,0.85,1,0.96,0.505829478,0.732914739,0.803165896,25,4,74,22,0,10,0.8003825,,
122,India,Bhopal,Modern Computer Institute,,,,,9691224933,"https://www.google.com/maps/place/Modern+Computer+Institute/@23.1833858,77.4176431,17z/data=!3m1!4b1!4m6!3m5!1s0x397c4305a10feca5:0x125c5faa78bb73d1!8m2!3d23.1833858!4d77.4176431!16s%2Fg%2F11v3_522xz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Education Center,4.7,23,Training Center,0.85,1,0.94,0.41305949,0.676529745,0.780611898,25,3,74,22,0,10,0.78019595,,
123,India,Haryana,Shining Star Nursing Training Centre,,,,,9050525824,"https://www.google.com/maps/place/Shining+Star+Nursing+Training+Centre/@29.1367804,76.7077341,17z/data=!3m1!4b1!4m6!3m5!1s0x390decda8fb3a117:0x38ed4d0272e390b0!8m2!3d29.1367804!4d76.7077341!16s%2Fg%2F11f04mswzy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Nursing School,4.6,18,Training Center,0.85,1,0.92,0.382695992,0.651347996,0.770539198,36,5,74,56,3,10,0.765413,,
124,India,Haryana,Khushi College Of Nursing,,,,,9728500046,"https://www.google.com/maps/place/Khushi+College+Of+Nursing/@29.242002,76.2156135,17z/data=!3m1!4b1!4m6!3m5!1s0x3912108f9f0d4ce7:0xc2e8946efb1ffaf5!8m2!3d29.242002!4d76.2156135!16s%2Fg%2F12hl0dymg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Nursing School,3,42,Training Center,0.85,1,0.6,0.488852451,0.544426225,0.72777049,25,4,74,56,3,10,0.72831917,,
125,India,Haryana,Param Jyoti School of Nursing,,,,,9671115075,"https://www.google.com/maps/place/Param+Jyoti+School+of+Nursing+-+Nursing+school+in+Kaithal/@29.9138607,76.355246,17z/data=!3m1!4b1!4m6!3m5!1s0x3911dbfa539776f9:0x59cab1e899c13c12!8m2!3d29.9138607!4d76.355246!16s%2Fg%2F11cn92q46x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Nursing School,3.3,27,Training Center,0.85,1,0.66,0.433094834,0.546547417,0.728618967,29,5,74,56,3,10,0.72108006,,
126,India,Haryana,Gobind Healthcare,,,,,9467706583,"https://www.google.com/maps/place/Gobind+Healthcare/@29.5322054,75.827565,17z/data=!3m1!4b1!4m6!3m5!1s0x3911852451c5a569:0x7d6cabec1908e8e5!8m2!3d29.5322054!4d75.827565!16s%2Fg%2F11kbb2pkc9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Skin Care Clinic,5,1,Dermatologist,0.55,6,1,0.090090048,0.545045024,0.54801801,17,2,4,56,3,1,0.54707444,,
127,India,Haryana,Life Care Physiotherapy Clinic,,,,,7404278447,"https://www.google.com/maps/place/Life+Care+Physiotherapy+Clinic/@29.5386606,75.7080444,17z/data=!3m1!4b1!4m6!3m5!1s0x39117956c9062d45:0x507acc3ef75e113f!8m2!3d29.5386606!4d75.7080444!16s%2Fg%2F11qpt6vm87?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.9,65,Medical Clinic,0.85,4,0.98,0.544539754,0.762269877,0.814907951,30,4,103,56,3,3,0.81954116,,
128,India,Haryana,Expert Institute Uklana Mandi,,,,,9416888867,"https://www.google.com/maps/place/Expert+Institute+Uklana+Mandi/@29.5032539,75.8875831,17z/data=!3m1!4b1!4m6!3m5!1s0x391185e548b31b69:0xd2d66747897b0742!8m2!3d29.5032539!4d75.8875831!16s%2Fg%2F11cs0s3bq6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,3.7,3,Training Center,0.85,1,0.74,0.180180095,0.460090048,0.694036019,29,4,74,56,3,10,0.6955663,,
129,India,Haryana,Scout Academy,,,,,9053203669,"https://www.google.com/maps/place/Scout+Academy/@29.5394101,75.7083459,17z/data=!3m1!4b1!4m6!3m5!1s0x391179035a1da905:0x33027ade13ba06b7!8m2!3d29.5394101!4d75.7083459!16s%2Fg%2F11rvlzp2n9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,5,5,Training Center,0.85,1,1,0.232879395,0.616439697,0.756575879,13,2,74,56,3,10,0.7453876,,
130,India,Haryana,Max children hospital,,,,,8708800765,"https://www.google.com/maps/place/Max+children+hospital/@28.1114743,77.0029142,17z/data=!3m1!4b1!4m6!3m5!1s0x390d33027de58833:0x21c78413a036fa37!8m2!3d28.1114743!4d77.0029142!16s%2Fg%2F11x26sqw1w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,5,201,Medical Clinic,0.85,4,1,0.689928638,0.844964319,0.847985728,21,3,103,56,3,3,0.8479978,,
131,India,Haryana,Malik Hospital,,,,,9694175142,"https://www.google.com/maps/place/Malik+Hospital/@28.1006647,77.0066165,17z/data=!3m1!4b1!4m6!3m5!1s0x390d33c58e1f58c7:0xc9a0d2a9af5c7cfe!8m2!3d28.1006647!4d77.0066165!16s%2Fg%2F11vxttm9gc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Health Spa,5,5,Salon,0.15,11,1,0.232879395,0.616439697,0.336575879,14,2,2,56,3,9,0.34513837,,
132,India,Haryana,ABM Hospital,,,,,9991167305,"https://www.google.com/maps/place/ABM+Hospital/@28.0918867,77.0073146,17z/data=!3m1!4b1!4m6!3m5!1s0x390d33674a920fd1:0x908839d4762b898b!8m2!3d28.0918867!4d77.0073146!16s%2Fg%2F11kn27n07w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.3,12,Medical Clinic,0.85,4,0.86,0.333372791,0.596686395,0.748674558,12,2,103,56,3,3,0.7530171,,
133,India,Haryana,Sameer health care,,,,,8930880086,"https://www.google.com/maps/place/Sameer+health+care/@28.2267735,77.0668347,17z/data=!3m1!4b1!4m6!3m5!1s0x390d259b7c629e09:0xc2887e9ffd05faf8!8m2!3d28.2267735!4d77.0668347!16s%2Fg%2F11v3g25gqh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,5,17,Medical Clinic,0.85,4,1,0.375668742,0.687834371,0.785133748,18,3,103,56,3,3,0.7795156,,
134,India,Haryana,Sarva Hospital,,,,,8337008000,"https://www.google.com/maps/place/Sarva+Hospital/@28.2435771,77.0713677,17z/data=!3m1!4b1!4m6!3m5!1s0x390d25f3df31ab85:0x50d7d21b7406948f!8m2!3d28.2435771!4d77.0713677!16s%2Fg%2F11k5364c32?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.8,377,Medical Clinic,0.85,4,0.96,0.771372828,0.865686414,0.856274566,14,2,103,56,3,3,0.85604477,,
135,India,Rajasthan,sub health center,,,,,9166123384,"https://www.google.com/maps/place/sub+health+center/@29.3068198,74.2737687,17z/data=!3m1!4b1!4m6!3m5!1s0x3916812d028da09f:0xf428027b880c68d1!8m2!3d29.3068198!4d74.2737687!16s%2Fg%2F11d_d1lf24?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Center,3.7,6,Medical Clinic,0.85,4,0.74,0.252914739,0.496457369,0.708582948,17,3,103,49,10,3,0.71162146,,
136,India,Rajasthan,Nehal health care clinic,,,,,9119359864,"https://www.google.com/maps/place/Nehal+health+care+clinic/@27.8704334,75.6325401,17z/data=!3m1!4b1!4m6!3m5!1s0x396cd586ffada001:0xf874a10f74ab44fa!8m2!3d27.8704334!4d75.6325401!16s%2Fg%2F11ldcyl76g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,1,Medical Clinic,0.85,4,1,0.090090048,0.545045024,0.72801801,24,4,103,49,10,3,0.7273117,,
137,India,Rajasthan,Kiran health care and clinic,,,,,8696544444,"https://www.google.com/maps/place/Kiran+health+care+and+clinic+(Home+care)/@27.0094825,75.7137591,17z/data=!3m1!4b1!4m6!3m5!1s0x396c53e9e9fe05d5:0xc7b238d2d5f9dc78!8m2!3d27.0094825!4d75.7137591!16s%2Fg%2F11kpdzvb88?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,3,Medical Clinic,0.85,4,1,0.180180095,0.590090048,0.746036019,28,5,103,49,10,3,0.74531454,,
138,India,Rajasthan,Expert Skill Education Center,,,,,9772545237,"https://www.google.com/maps/place/Expert+Skill+Education+Center/@26.9525512,75.2280755,17z/data=!3m1!4b1!4m6!3m5!1s0x396c653e862e4311:0xb851da05b0b90250!8m2!3d26.9525512!4d75.2280755!16s%2Fg%2F11gl0kplwl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,5,1,Training Center,0.85,1,1,0.090090048,0.545045024,0.72801801,29,4,74,49,10,10,0.72317946,,
139,India,Rajasthan,IT Computer Education,,,,,9529559143,"https://www.google.com/maps/place/IT+Computer+Education/@28.64092,75.3846649,17z/data=!3m1!4b1!4m6!3m5!1s0x3913a0609ebac8bd:0x30161aa04ff9e0f4!8m2!3d28.64092!4d75.3846649!16s%2Fg%2F11c52byc44?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Computer Center,5,137,Training Center,0.85,1,1,0.640407307,0.820203654,0.838081461,21,3,74,49,10,10,0.83989495,,
140,India,Rajasthan,Satyam Computer Education Center,,,,,9772700744,"https://www.google.com/maps/place/Satyam+Computer+Education+Center/@28.889335,75.28683,17z/data=!3m1!4b1!4m6!3m5!1s0x3913942ef16b668d:0xbd318857101bc2a9!8m2!3d28.889335!4d75.28683!16s%2Fg%2F11c3mlzz2q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Software Training Institute,5,3,Training Center,0.85,1,1,0.180180095,0.590090048,0.746036019,32,4,74,49,10,10,0.73219466,,
141,India,Rajasthan,Success point computer training center,,,,,1414108542,"https://www.google.com/maps/place/Success+point+computer+training+center+jaipur/@26.9240072,75.8118284,17z/data=!3m1!4b1!4m6!3m5!1s0x396db53cf4c062af:0x85237b992b90c178!8m2!3d26.9240072!4d75.8118284!16s%2Fg%2F11qmp844ld?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Computer Networking Service,4.7,39,Training Center,0.85,1,0.94,0.479452756,0.709726378,0.793890551,38,5,74,49,10,10,0.79092604,,
142,India,Rajasthan,Expert Computers,,,,,9414540494,"https://www.google.com/maps/place/Expert+Computers/@28.0706367,75.8275236,17z/data=!3m1!4b1!4m6!3m5!1s0x3912d12087f862bf:0x1943ba38ca4ca139!8m2!3d28.0706367!4d75.8275236!16s%2Fg%2F1pty34b0f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,4.8,18,Training Center,0.85,1,0.96,0.382695992,0.671347996,0.778539198,16,2,74,49,10,10,0.77195966,,
143,India,Gujarat,Primary Health Center,,,,,2882885588,"https://www.google.com/maps/place/Primary+Health+Center,+Vasai/@22.4298532,69.9348815,17z/data=!3m1!4b1!4m6!3m5!1s0x39571666e7dcee79:0xae9b5e558b36272f!8m2!3d22.4298532!4d69.9348815!16s%2Fg%2F11dxb2sdg5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Public Health Department,4.8,29,Medical Clinic,0.85,4,0.96,0.442062008,0.701031004,0.790412402,21,3,103,45,2,3,0.7934033,,
144,India,Gujarat,Healthcare Clinic,,,,,7265060826,"https://www.google.com/maps/place/Healthcare+Clinic/@22.3123461,70.7559908,17z/data=!3m1!4b1!4m6!3m5!1s0x3959c9ca60fd7f35:0xed257424127b9d81!8m2!3d22.3123461!4d70.7559908!16s%2Fg%2F11ny0j0l9w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,29,Medical Clinic,0.85,4,1,0.442062008,0.721031004,0.798412402,17,2,103,45,2,3,0.801839,,
145,India,Gujarat,Relief Healthcare Clinic,,,,,9820305652,"https://www.google.com/maps/place/Relief+Healthcare+Clinic/@22.5006087,73.4861501,17z/data=!3m1!4b1!4m6!3m5!1s0x39607f1e4491e3bb:0xf31b4ce49d8c4574!8m2!3d22.5006087!4d73.4861501!16s%2Fg%2F11t6fz33tj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.9,89,Medical Clinic,0.85,4,0.98,0.584851355,0.782425678,0.822970271,24,3,103,45,2,3,0.825762,,
146,India,Gujarat,Ronak health care,,,,,8618068357,"https://www.google.com/maps/place/Ronak+health+care/@23.5846579,71.9790094,17z/data=!3m1!4b1!4m6!3m5!1s0x395c77003c2e92f1:0xd28c7e32fd9e7cd5!8m2!3d23.5846579!4d71.9790094!16s%2Fg%2F11mcb9d0_l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,2,Medical Clinic,0.85,4,1,0.142789347,0.571394674,0.738557869,17,3,103,45,2,3,0.7381357,,
147,India,Gujarat,Asha Health Clinic,,,,,7999637284,"https://www.google.com/maps/place/Asha+Health+Clinic/@23.1145137,72.563107,17z/data=!3m1!4b1!4m6!3m5!1s0x395e83ef721c2103:0x7c25dfbc6bbff336!8m2!3d23.1145137!4d72.563107!16s%2Fg%2F11kj2h_8x4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4,5,Medical Clinic,0.85,4,0.8,0.232879395,0.516439697,0.716575879,18,3,103,45,2,3,0.7147555,,
148,USA,San Francisco,San Francisco Health Center,,,,,14153374719,"https://www.google.com/maps/place/San+Francisco+Health+Center/@37.7144887,-122.4668627,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7c36792dcab5:0xded57d2f1e7bf4b7!8m2!3d37.7144887!4d-122.4668627!16s%2Fg%2F1tk67y0x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Public Health Department,5,1,Medical Clinic,0.85,1,1,0.090090048,0.545045024,0.72801801,27,4,103,10,11,3,0.7321754,,
149,USA,San Francisco,"UCSF Health Sports Medicine, Willie Mays Plaza",,,,,14159722249,"https://www.google.com/maps/place/UCSF+Health+Sports+Medicine,+Willie+Mays+Plaza/@37.777583,-122.3897544,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7fd9e0b43d93:0xe337c4f827d7c077!8m2!3d37.777583!4d-122.3897544!16s%2Fg%2F1td1824z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,3.4,16,Medical Clinic,0.85,1,0.68,0.368239722,0.524119861,0.719647944,46,7,103,10,11,3,0.72431296,,
150,USA,Las Vegas,Guadalupe Medical Center,,,,,17023841110,"https://www.google.com/maps/place/Guadalupe+Medical+Center/@36.159598,-115.1358903,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c379741b141f:0xba0cf72f23615e54!8m2!3d36.159598!4d-115.1358903!16s%2Fg%2F1vn9pcgd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,1.7,144,Medical Clinic,0.85,1,0.34,0.646838352,0.493419176,0.70736767,24,3,103,7,5,3,0.7125739,,
151,USA,Los Angeles,Los Angeles Christian Health Centers at URM Angeles House,,,,,12138931960,"https://www.google.com/maps/place/Los+Angeles+Christian+Health+Centers+at+URM+Angeles+House/@33.9127024,-118.2646308,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ca458b400001:0x59936887c0b961d7!8m2!3d33.9127024!4d-118.2646308!16s%2Fg%2F11sk2z06_d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Community Health Center,3.7,3,Medical Clinic,0.85,1,0.74,0.180180095,0.460090048,0.694036019,57,9,103,8,6,3,0.6924415,,
152,USA,Los Angeles,Medical Respite & Sobering Center,,,,,14157344200,"https://www.google.com/maps/place/Medical+Respite+%26+Sobering+Center/@37.7777731,-122.4125544,17z/data=!3m1!4b1!4m6!3m5!1s0x808580834a72e917:0x6561c19fe10d8c09!8m2!3d37.7777731!4d-122.4125544!16s%2Fg%2F1v26mb60?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Social Services Organization,4.5,26,Medical Clinic,0.85,1,0.9,0.428368042,0.664184021,0.775673608,33,5,103,8,6,3,0.7722768,,
153,India,Haryana,Madhav Computer Classes,,,,,8011111876,"https://www.google.com/maps/place/Madhav+Computer+Classes/@29.161182,75.7533342,17z/data=!3m1!4b1!4m6!3m5!1s0x391233e89f9869f1:0xaafd993c28a6ce78!8m2!3d29.161182!4d75.7533342!16s%2Fg%2F11x31873c9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Software Training Institute,4.9,14,Training Center,0.85,1,0.98,0.35197196,0.66598598,0.776394392,23,3,74,56,3,10,0.77232486,,
154,India,Haryana,@imers,,,,,9728804617,"https://www.google.com/maps/place/'@imers'/@29.6926084,76.0189009,17z/data=!3m1!4b1!4m6!3m5!1s0x391195118ae035e9:0x7cf94ee05650746c!8m2!3d29.6926084!4d76.0189009!16s%2Fg%2F11szjn_0tj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,3,2,Training Center,0.85,1,0.6,0.142789347,0.371394674,0.658557869,6,1,74,56,3,10,0.6588201,,
